Cast,Country,Date Added,Description,Director,Duration,Listed In,Rating,Release Year,Show Id,Title,Type
Paul Hollywood,United Kingdom,29-09-2017,"Gear up for a fast-paced journey as celebrity chef and avid auto enthusiast Paul Hollywood takes in the cars and culture of France, Italy and Germany.",,1 Season,"British TV Shows, Docuseries, International TV Shows",TV-14,2017,s5258,Paul Hollywood's Big Continental Road Trip,TV Show
"Alisdair Simpson, Henrik JÃ¸rgensen, James Lowe, Blake Scott, Peter Turnbull",United Kingdom,22-02-2018,"Surviving power struggles, betrayals and plots, Hitler's inner circle of Nazi leaders seizes control of Germany and designs its disastrous future.",,1 Season,"British TV Shows, Docuseries, International TV Shows",TV-14,2017,s5031,Hitler's Circle of Evil,TV Show
Jo Brand,United Kingdom,02-10-2019,Cat-crazy host Jo Brand follows vets and animal welfare officers who take on daring rescues to save furry felines subjected to different cat-astrophes.,,1 Season,"British TV Shows, International TV Shows, Reality TV",TV-14,2017,s7216,Kitten Rescuers,TV Show
"Daniel Palmer, Melissa Sophia, Karen Williams, Grace Woodward",United Kingdom,01-11-2019,"A stylist, a hair designer and a makeup artist team up to give Britain's biggest fashion disasters some much-needed makeunders.",,1 Season,"British TV Shows, International TV Shows, Reality TV",TV-14,2017,s5985,100% Hotter,TV Show
"Peter Sarsgaard, Molly Parker, Christian Camargo, Scott Shepherd, Tim Blake Nelson, Jimmi Simpson, Bob Balaban, Michael Chernus",United States,15-12-2017,"In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra.",,1 Season,"Crime TV Shows, Docuseries",TV-14,2017,s5126,Wormwood,TV Show
,United States,15-09-2019,Masterful detectives utilize forensic science and criminal psychology to re-examine long-standing cases.,,1 Season,"Crime TV Shows, Docuseries",TV-14,2017,s6514,Cold Case Files,TV Show
,Spain,01-02-2019,"This true crime series investigates newfound evidence and unanswered questions in famous criminal cases, such as the murder of Asunta Basterra Porto.",,1 Season,"Crime TV Shows, Docuseries, International TV Shows",TV-14,2017,s7325,Lo que la verdad esconde: El caso Asunta (Operacion NenÃºfar),TV Show
"Hae-Jin Park, Sung-woong Park, Min-jung Kim, Jung-an Chae, Jung-hoon Yeon, Hyun-sung Jang, Man-sik Jung, Shin-il Kang, Ho-jin Chun, In-ho Tae",South Korea,10-06-2017,"Disguised as a bodyguard, a special agent must complete his national secret tasks while pandering to the whims of his ill-tempered world star.",Chang-Min Lee,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",TV-14,2017,s5436,Man to Man,TV Show
"Park Bo-young, Park Hyung-sik, Ji Soo, Shim Hye-jin, Yu Jae-myeong, Jeon Seok-ho, Im Won-hee, Kim Won-hae",South Korea,24-11-2019,"Born with supernatural strength, Bong-soon fights evil and procures justice while getting tangled in a love triangle with her CEO boss and cop crush.",,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",TV-14,2017,s8108,Strong Girl Bong-soon,TV Show
"Feroze Khan, Sana Javed, Mehmood Aslam, Saman Ansari, Qavi Khan, Salma Hasan, Rashid Farooqi, Muhammad Mubarik Ali",Pakistan,01-08-2019,"After a rich politician's son kills a young woman's brother, an unlikely romantic connection complicates her pursuit of justice.",,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",TV-14,2017,s7183,Khaani,TV Show
"Russell Peters, Anupam Kher, Christina Cole, Mishqah Parthiephal, Hamza Haq, Meren Reddy, William Shatner","Canada, Germany, South Africa",19-12-2017,"In this crime dramedy, a suspended Canadian cop visits his father in Mumbai and assists in investigating a huge criminal operation with links to home.",,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",TV-14,2017,s5119,The Indian Detective,TV Show
"Lynn Van Royen, Inge Paulussen, Jan Hammenecker, Kris Cuppens, Johan van Assche, Katrin Lohmann, Mieke De Groote, Roel Vanderstukken, Joren Seldeslachts, Joke Emmers, Charlotte Timmers, Guus Bullen, Tiny Bertels, Reinhilde Decleir, Barbara Sarafian",Belgium,16-03-2017,"Caught in an afterlife limbo, teenage Kato investigates her own mysterious death and unravels a web of secrets in her seemingly tranquil village.",,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV-14,2017,s7007,Hotel Beau SÃ©jour,TV Show
"Li Xian, Zhang Ming En, Wang Zixuan, Chen Yumi, Tang Yinuo, Wei Qing, Yang Shuming, Chen Jian, Kang Enhe, Dong Xiangrong",China,09-02-2018,"In an otherworldly river town, a policeman follows the trail of a sinister force to save his community from deadly spells.",,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV-14,2017,s8589,Tientsin Mystic,TV Show
"Jordan Chan, Justin Cheung, Kwok-Kwan Chan, Sam Lee, Alan Kuo, Ken Wong, Samuel Pang, Rose Chan, Hugo Ng, Ng Man-Tat, Chen Yating, Michael Wai-Man Chan, Philip Chan, Ben Ng",Hong Kong,05-02-2018,An undercover detective crosses paths with familiar faces in the mafia underworld during the final years of Britain's ruling of Hong Kong.,,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV-14,2017,s7641,OCTB,TV Show
"Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati, Mona Wassef",Lebanon,15-09-2018,"In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love.",,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV-14,2017,s4636,Al Hayba,TV Show
"Paula Patton, Devon Sawa, JR Bourne, Aria Birch, Catherine Barroll, Samantha Ferris, Imogen Tear, Daniel Bacon, Carmel Amit, Noel Johansen, Rebecca Staab",United States,30-06-2018,"A local news producer is given one chance to relive a deadly week and stop a serial killer. If she fails, she'll lose her daughter forever.",,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",TV-14,2017,s4805,Somewhere Between,TV Show
,United States,28-07-2017,Five girls from India's most impoverished families attend a boarding school designed to create opportunities as they strive for a brighter future.,Vanessa Roth,1 Season,Docuseries,TV-14,2017,s5368,Daughters of Destiny,TV Show
,United States,30-09-2018,This U.S.-focused series dives into the cultural and political changes that swept the last decade of the 20th century. Executive produced by Tom Hanks.,,1 Season,Docuseries,TV-14,2017,s8440,The Nineties,TV Show
Morgan Freeman,United States,01-02-2019,"Explore the forces of love, belief, power, war, peace, rebellion and freedom in this series about the ties that bind â€“ and destroy â€“ humanity.",,1 Season,Docuseries,TV-14,2017,s8520,The Story of Us with Morgan Freeman,TV Show
,Israel,29-01-2019,"In this documentary, dozens of former agents from the Mossad, Israel's foreign intelligence agency, reveal their top-secret operations.",,1 Season,"Docuseries, International TV Shows",TV-14,2017,s7083,Inside the Mossad,TV Show
Bob Brisbane,"Australia, United States",22-12-2017,"Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.",,1 Season,"Docuseries, International TV Shows, Science & Nature TV",TV-14,2017,s5113,72 Dangerous Animals: Latin America,TV Show
"Yoo Ah-in, Im Soo-jung, Ko Kyoung-pyo, Kwak Si-yang, Jo Woo-jin, Yang Jin-sung, Jeon Soo-kyeong, Ji Dae-han, Chun Ho-jin",South Korea,01-10-2019,A veterinarian and two writers have a mysterious connection to Korean independence fighters from the Japanese colonial period.,,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV-14,2017,s3463,Chicago Typewriter,TV Show
"Shin Mina, Lee Je-hoon, Kim Ye-won, Cho Han-cheul, Baek Hyeon-jin, Kang Ki-doong, Park Joo-hee, Oh Gwang-rok",South Korea,30-10-2019,The head of a real estate firm with the ability to travel through time by taking the subway marries a photographer to try and change his future.,,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV-14,2017,s3361,Tomorrow with You,TV Show
"Joo Won, Oh Yeon-seo, Lee Jung-shin, Kim Yoon-hye, Sohn Chang-min, Yoon Se-a, Cho Hee-bong, Jung Woong-in, Lee Kyung-hwa",South Korea,15-11-2019,A refined young Joseon scholar's life turns upside down after he rescues a drunk princess who later accuses him of taking something precious from her.,,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV-14,2017,s3278,My Sassy Girl,TV Show
"Lee Min-ki, Jung So-min, Esom, Kim Ga-eun, Park Byung-eun, Kim Min-seok, Moon Hee-kyung, Kim Byung-ok, Kim Sun-young",South Korea,01-01-2020,"Two housemates get married for financial convenience, but discover nothing is simple when it comes to demanding in-laws, or facing their growing bond.",,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV-14,2017,s3053,Because This Is My First Life,TV Show
"Shin Sae-kyeong, Nam Joo-hyuk, Lim Ju-hwan, Krystal Jung, Gong Myoung, Lee Gyoung-young, Yang Dong-geun",South Korea,01-01-2020,"When a quest for divine stones in the human world goes awry, the water god Habaek seeks help from a psychiatrist predestined to serve him.",,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV-14,2017,s3077,The Bride of Habaek,TV Show
"Sung Hoon, Song Ji-eun, Kim Jae-young, Jeong Da-sol, Lee Kan-hee, Kim Jong-goo, Park Sin-un, Jeon So-min",South Korea,25-04-2020,A nutritionist gets entangled in a series of misunderstandings with her new chaebol boss â€“ who turns out to be someone she slept with in the past.,,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV-14,2017,s2632,My Secret Romance,TV Show
"Hee-jeong Kim, Seung-un Hwang, Soo-hyun Lee, Hyun-bin Kwon, Young-deuk Kwon, Kim Min-kyo",,25-12-2017,"After taking a break from the business, a music producer returns with a new project in mind: launching a co-ed pop idol group.",,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",TV-14,2017,s5110,Part-Time Idol,TV Show
"Dan Hong, Mark Olive, Melissa Leong, Maeve O'Meara",Australia,01-08-2019,Home cooks face off against trained chefs to see if passion can beat profession in the kitchen in this reality competition show.,,1 Season,"International TV Shows, Reality TV",TV-14,2017,s8244,The Chefs' Line,TV Show
"Wu Kang-jen, Ivy Shao, Ben Wu, Xiao Man, Nylon Chen",,25-01-2019,"A night market vendor clashes with a lofty celebrity chef in a culinary challenge, fueling the first sparks of a romance.",,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2017,s4172,The Perfect Match,TV Show
"Tia Lee, In Deok Hwang, Yen-j, Jason Hsu, Andy Wu, Sharon Hsu",Taiwan,21-12-2018,"Diagnosed with a condition that could make her infertile, a career woman must choose one of four bachelors to make a baby with before time runs out.",,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2017,s4270,Jojo's World,TV Show
"Hans Chung, Mini Tsai, Albee Huang, David Chiu, Johnny Yang, Kuan Lin, Ray Yang, Liu Yu Shan",,04-01-2019,A series of mysterious text messages from the future sends ripples through the lives of a delivery woman and an accomplished cyclist.,,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,2017,s4216,See You in Time,TV Show
"Andy Chen, Mandy Wei, Jolin Chien, Mandy Tao, Kris Shen, Nylon Chen",,18-01-2019,"Losing her memory â€“ and her boyfriend â€“ after a car accident, Jia-en crosses paths with a heart transplant recipient who helps her recall her past.",,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,2017,s4180,Memory Love,TV Show
"Yang Mi, Mark Chao, Dilraba Dilmurat, Ken Chang, Vengo Gao, Huang Mengying",China,17-11-2018,"After the deities Bai Qian and Ye Hua meet and fall in love, their romance stands the test of three lifetimes â€” each an epic in its own right.",,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,2017,s4380,Eternal Love,TV Show
"Fumino Kimura, Nozomi Sasaki, Mirai Shida, Elaiza Ikeda, Kaho, Yuki Yamada, Tomoya Nakamura, Kei Tanaka",Japan,24-11-2017,A jaded rom-com screenwriter in her 30s mines four love-sick women for their stories under the guise of providing them with romantic advice.,,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,2017,s5155,The Many Faces of Ito,TV Show
"NicolÃ¡s Van de Moortele, Letizia Denise Bloisi, MarÃ­a DuplÃ¡a, Ciro Herce, Milagros Molina, Jorge Pinarello, Casper Uncal, Jorge Luis Alonso",Argentina,15-02-2019,"In the midnight hour, a lone DJ broadcasts the strangest â€“ and scariest â€“ tales from the outer edges of Kirlian, a lost city somewhere in Argentina.",,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Horror",TV-14,2017,s4112,The Kirlian Frequency,TV Show
RJ Anmol,,01-11-2017,"Host RJ Anmol conducts in-depth interviews with prominent Indian celebrities, who share the stories that lie behind their successes and failures.",,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows",TV-14,2017,s7541,My Life My Story,TV Show
"Eyad Nassar, Ahmed Dawood, Mohamed Farraag, Hanan Motawie, Arwa Gouda, Bassel Alzaro",Egypt,11-03-2019,The lives of a wealthy couple hiding their marital problems intersect with a group of hackers and the young women they exploit.,,1 Season,"International TV Shows, TV Dramas",TV-14,2017,s4028,This Evening,TV Show
"Anna Chipovskaya, Yulia Snigir, Leonid Bichevin, Pavel Trubiner",Russia,01-09-2018,"Swept up in political unrest during World War I, two sisters in St. Petersburg cope with turbulent romances as Russian history is made around them.",,1 Season,"International TV Shows, TV Dramas",TV-14,2017,s8491,The Road to Calvary,TV Show
"Rashed Al Shamrani, Sayed Rajab, Dina Talaat, Mohamad Al Ahmad, Maram Al Bloushi, Mahmoud Bu Shehri, Aseel Omran, Mona Shaddad, Azeez Khayoun, Ayman Mabrouk, Eisa Diab, Dima Al Jundi","Saudi Arabia, Syria, Egypt, Lebanon, Kuwait",30-04-2018,"This drama portrays women and kids living under the Islamic State group: a Yazidi slave, an undercover reporter, a recruited mom and child snipers.",,1 Season,"International TV Shows, TV Dramas",TV-14,2017,s4904,Black Crows,TV Show
"Amber An, Sun Ke-fang, Chang Yao-jen, Wang Man-chiao, Hans Chung, Chris Lee, Yan Yu-lin, Kiki Chen, Steven Chiang",Taiwan,01-10-2017,"Based on the life of TV chef Fu Pei-mei, this drama follows two women â€“ one rich, the other poor â€“ who fortuitously cross paths in 1950s Taiwan.",,1 Season,"International TV Shows, TV Dramas",TV-14,2017,s5251,What She Put on the Table,TV Show
Brodie Smith,United States,31-12-2018,Frisbee national champion Brodie Smith challenges inventive athletes across the US to an exhibition match in the unconventional sports they've created.,,1 Season,Reality TV,TV-14,2017,s6783,For the Win,TV Show
"Jim Rash, Matt Duffer, Ross Duffer, Shawn Levy, David Harbour, Finn Wolfhard, Millie Bobby Brown, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Noah Schnapp, Joe Keery, Dacre Montgomery, Sadie Sink, Paul Reiser, Sean Astin, Randy Havens, Brett Gelman, Linnea Berthelsen",United States,27-10-2017,"Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!",,1 Season,"Stand-Up Comedy & Talk Shows, TV Mysteries, TV Sci-Fi & Fantasy",TV-14,2017,s5201,Beyond Stranger Things,TV Show
"Christina Ochoa, Matt Barr, Corbin Reid, Charlie Barnett, W. TrÃ© Davis",United States,06-02-2018,"Following an unsuccessful mission in Somalia, the two surviving members of a U.S. Army helicopter crew are embroiled in an unseemly conspiracy.",,1 Season,"TV Action & Adventure, TV Dramas",TV-14,2017,s5047,Valor,TV Show
"Mamoru Miyano, Takahiro Sakurai, Kana Hanazawa, Tomokazu Sugita, Yuki Kaji, Junichi Suwabe, Daisuke Ono, Kenta Miyake, Kenyu Horiuchi, Kazuya Nakai, Kazuhiro Yamaji",Japan,17-01-2018,"A desperate group of refugees attempts to recolonize Earth 20,000 years after Godzilla took over. But one young man wants revenge above all else.","Kobun Shizuno, Hiroyuki Seshita",1 Season,TV Shows,TV-14,2017,s5078,Godzilla,TV Show
"Mandy Patinkin, Joe Mantegna, Thomas Gibson, Shemar Moore, Matthew Gray Gubler, Kirsten Vangsness, A.J. Cook, Paget Brewster, Lola Glaudini, Jennifer Love Hewitt, Jeanne Tripplehorn","United States, Canada",30-06-2017,This intense police procedural follows a group of extraordinary FBI profilers who spend their days getting into the minds of psychopathic criminals.,,12 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",TV-14,2017,s5413,Criminal Minds,TV Show
"Mark Harmon, Michael Weatherly, Pauley Perrette, David McCallum, Sean Murray, Cote de Pablo, Brian Dietzen, Rocky Carroll, Lauren Holly, Sasha Alexander, Joe Spano, Alan Dale, Emily Wickersham, Pancho Demmings",United States,01-07-2018,Follow the quirky agents of the NCIS â€“ the Naval Criminal Investigative Service â€“ as they track down terrorists and other high-profile criminals.,,15 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",TV-14,2017,s4799,NCIS,TV Show
